date,hour,birth_year,sex,province,city,fp_num
2020-01-01,0,20,male,Seoul,Songpa-gu,46370
2020-01-01,0,20,female,Seoul,Yangcheon-gu,27210
2020-01-01,0,20,male,Seoul,Yangcheon-gu,29620
2020-01-01,0,20,female,Seoul,Yeongdeungpo-gu,30130
2020-01-01,0,20,male,Seoul,Yeongdeungpo-gu,29670
2020-01-01,0,20,female,Seoul,Yongsan-gu,22320
2020-01-01,0,20,male,Seoul,Yongsan-gu,21710
2020-01-01,1,20,female,Seoul,Dobong-gu,19440
2020-01-01,1,20,male,Seoul,Dobong-gu,20440
2020-01-01,1,20,female,Seoul,Dongdaemun-gu,25510
2020-01-01,1,20,male,Seoul,Dongdaemun-gu,27250
2020-01-01,1,20,female,Seoul,Dongjag-gu,28730
2020-01-01,1,20,male,Seoul,Dongjag-gu,30170
2020-01-01,1,20,female,Seoul,Eunpyeong-gu,28330
2020-01-01,1,20,male,Seoul,Eunpyeong-gu,28380
2020-01-01,1,20,female,Seoul,Gangbuk-gu,19730
2020-01-01,1,20,male,Seoul,Gangbuk-gu,22090
2020-01-01,1,20,female,Seoul,Gangdong-gu,28050
2020-01-01,1,20,male,Seoul,Gangdong-gu,30530
2020-01-01,1,20,female,Seoul,Gangnam-gu,43370
2020-01-01,1,20,male,Seoul,Gangnam-gu,42070
2020-01-01,1,20,female,Seoul,Gangseo-gu,38390
2020-01-01,1,20,male,Seoul,Gangseo-gu,38630
2020-01-01,1,20,female,Seoul,Geumcheon-gu,14600
2020-01-01,1,20,male,Seoul,Geumcheon-gu,16520
2020-01-01,1,20,female,Seoul,Guro-gu,26130
2020-01-01,1,20,male,Seoul,Guro-gu,27040
2020-01-01,1,20,female,Seoul,Gwanak-gu,41280
2020-01-01,1,20,male,Seoul,Gwanak-gu,45750
2020-01-01,1,20,female,Seoul,Gwangjin-gu,31570
2020-01-01,1,20,male,Seoul,Gwangjin-gu,32680
2020-01-01,1,20,female,Seoul,Jongno-gu,16620
2020-01-01,1,20,male,Seoul,Jongno-gu,17360
2020-01-01,1,20,female,Seoul,Jung-gu,12330
2020-01-01,1,20,male,Seoul,Jung-gu,12490
2020-01-01,1,20,female,Seoul,Jungnang-gu,24440
2020-01-01,1,20,male,Seoul,Jungnang-gu,25490
2020-01-01,1,20,female,Seoul,Mapo-gu,38580
2020-01-01,1,20,male,Seoul,Mapo-gu,39200
2020-01-01,1,20,female,Seoul,Nowon-gu,35340
2020-01-01,1,20,male,Seoul,Nowon-gu,39850
2020-01-01,1,20,female,Seoul,Seocho-gu,31840
2020-01-01,1,20,male,Seoul,Seocho-gu,30700
2020-01-01,1,20,female,Seoul,Seodaemun-gu,25340
2020-01-01,1,20,male,Seoul,Seodaemun-gu,25170
2020-01-01,1,20,female,Seoul,Seongbuk-gu,30400
2020-01-01,1,20,male,Seoul,Seongbuk-gu,30110
2020-01-01,1,20,female,Seoul,Seongdong-gu,19740
2020-01-01,1,20,male,Seoul,Seongdong-gu,21010
2020-01-01,1,20,female,Seoul,Songpa-gu,47250
2020-01-01,1,20,male,Seoul,Songpa-gu,45770
2020-01-01,1,20,female,Seoul,Yangcheon-gu,27670
2020-01-01,1,20,male,Seoul,Yangcheon-gu,29890
2020-01-01,1,20,female,Seoul,Yeongdeungpo-gu,29240
2020-01-01,1,20,male,Seoul,Yeongdeungpo-gu,28860
2020-01-01,1,20,female,Seoul,Yongsan-gu,21320
2020-01-01,1,20,male,Seoul,Yongsan-gu,20900
2020-01-01,2,20,female,Seoul,Dobong-gu,19890
2020-01-01,2,20,male,Seoul,Dobong-gu,20950
2020-01-01,2,20,female,Seoul,Dongdaemun-gu,25310
2020-01-01,2,20,male,Seoul,Dongdaemun-gu,27350
2020-01-01,2,20,female,Seoul,Dongjag-gu,28240
2020-01-01,2,20,male,Seoul,Dongjag-gu,30100
2020-01-01,2,20,female,Seoul,Eunpyeong-gu,28640
2020-01-01,2,20,male,Seoul,Eunpyeong-gu,28520
2020-01-01,2,20,female,Seoul,Gangbuk-gu,19810
2020-01-01,2,20,male,Seoul,Gangbuk-gu,22000
2020-01-01,2,20,female,Seoul,Gangdong-gu,28330
2020-01-01,2,20,male,Seoul,Gangdong-gu,30650
2020-01-01,2,20,female,Seoul,Gangnam-gu,42900
2020-01-01,2,20,male,Seoul,Gangnam-gu,41540
2020-01-01,2,20,female,Seoul,Gangseo-gu,38350
2020-01-01,2,20,male,Seoul,Gangseo-gu,38520
2020-01-01,2,20,female,Seoul,Geumcheon-gu,14960
2020-01-01,2,20,male,Seoul,Geumcheon-gu,16650
2020-01-01,2,20,female,Seoul,Guro-gu,26060
2020-01-01,2,20,male,Seoul,Guro-gu,27070
2020-01-01,2,20,female,Seoul,Gwanak-gu,41840
2020-01-01,2,20,male,Seoul,Gwanak-gu,46000
2020-01-01,2,20,female,Seoul,Gwangjin-gu,31270
2020-01-01,2,20,male,Seoul,Gwangjin-gu,32310
2020-01-01,2,20,female,Seoul,Jongno-gu,15830
2020-01-01,2,20,male,Seoul,Jongno-gu,16440
2020-01-01,2,20,female,Seoul,Jung-gu,11780
2020-01-01,2,20,male,Seoul,Jung-gu,11910
2020-01-01,2,20,female,Seoul,Jungnang-gu,24880
2020-01-01,2,20,male,Seoul,Jungnang-gu,25670
2020-01-01,2,20,female,Seoul,Mapo-gu,37540
2020-01-01,2,20,male,Seoul,Mapo-gu,38490
2020-01-01,2,20,female,Seoul,Nowon-gu,34880
2020-01-01,2,20,male,Seoul,Nowon-gu,39540
2020-01-01,2,20,female,Seoul,Seocho-gu,31590
2020-01-01,2,20,male,Seoul,Seocho-gu,30380
2020-01-01,2,20,female,Seoul,Seodaemun-gu,25410
2020-01-01,2,20,male,Seoul,Seodaemun-gu,24930
2020-01-01,2,20,female,Seoul,Seongbuk-gu,30720
2020-01-01,2,20,male,Seoul,Seongbuk-gu,30240
2020-01-01,2,20,female,Seoul,Seongdong-gu,19760
2020-01-01,2,20,male,Seoul,Seongdong-gu,20850
2020-01-01,2,20,female,Seoul,Songpa-gu,45450
2020-01-01,2,20,male,Seoul,Songpa-gu,44890
2020-01-01,2,20,female,Seoul,Yangcheon-gu,28030
2020-01-01,2,20,male,Seoul,Yangcheon-gu,30210
2020-01-01,2,20,female,Seoul,Yeongdeungpo-gu,28710
2020-01-01,2,20,male,Seoul,Yeongdeungpo-gu,28290
2020-01-01,2,20,female,Seoul,Yongsan-gu,20720
2020-01-01,2,20,male,Seoul,Yongsan-gu,20410
2020-01-01,3,20,female,Seoul,Dobong-gu,20250
2020-01-01,3,20,male,Seoul,Dobong-gu,21360
2020-01-01,3,20,female,Seoul,Dongdaemun-gu,25480
2020-01-01,3,20,male,Seoul,Dongdaemun-gu,27370
2020-01-01,3,20,female,Seoul,Dongjag-gu,28360
2020-01-01,3,20,male,Seoul,Dongjag-gu,29930
2020-01-01,3,20,female,Seoul,Eunpyeong-gu,28910
2020-01-01,3,20,male,Seoul,Eunpyeong-gu,28680
2020-01-01,3,20,female,Seoul,Gangbuk-gu,19740
2020-01-01,3,20,male,Seoul,Gangbuk-gu,21690
2020-01-01,3,20,female,Seoul,Gangdong-gu,28130
2020-01-01,3,20,male,Seoul,Gangdong-gu,30670
2020-01-01,3,20,female,Seoul,Gangnam-gu,42050
2020-01-01,3,20,male,Seoul,Gangnam-gu,40920
2020-01-01,3,20,female,Seoul,Gangseo-gu,38470
2020-01-01,3,20,male,Seoul,Gangseo-gu,38360
2020-01-01,3,20,female,Seoul,Geumcheon-gu,15010
2020-01-01,3,20,male,Seoul,Geumcheon-gu,16830
2020-01-01,3,20,female,Seoul,Guro-gu,25970
2020-01-01,3,20,male,Seoul,Guro-gu,27040
2020-01-01,3,20,female,Seoul,Gwanak-gu,42170
2020-01-01,3,20,male,Seoul,Gwanak-gu,45910
2020-01-01,3,20,female,Seoul,Gwangjin-gu,30990
2020-01-01,3,20,male,Seoul,Gwangjin-gu,31940
2020-01-01,3,20,female,Seoul,Jongno-gu,15480
2020-01-01,3,20,male,Seoul,Jongno-gu,15750
2020-01-01,3,20,female,Seoul,Jung-gu,11310
2020-01-01,3,20,male,Seoul,Jung-gu,11460
2020-01-01,3,20,female,Seoul,Jungnang-gu,25160
2020-01-01,3,20,male,Seoul,Jungnang-gu,25980
2020-01-01,3,20,female,Seoul,Mapo-gu,36760
2020-01-01,3,20,male,Seoul,Mapo-gu,37160
2020-01-01,3,20,female,Seoul,Nowon-gu,34770
2020-01-01,3,20,male,Seoul,Nowon-gu,39190
2020-01-01,3,20,female,Seoul,Seocho-gu,31560
2020-01-01,3,20,male,Seoul,Seocho-gu,29780
2020-01-01,3,20,female,Seoul,Seodaemun-gu,25240
2020-01-01,3,20,male,Seoul,Seodaemun-gu,24550
2020-01-01,3,20,female,Seoul,Seongbuk-gu,30810
2020-01-01,3,20,male,Seoul,Seongbuk-gu,30260
2020-01-01,3,20,female,Seoul,Seongdong-gu,19750
2020-01-01,3,20,male,Seoul,Seongdong-gu,20890
2020-01-01,3,20,female,Seoul,Songpa-gu,44900
2020-01-01,3,20,male,Seoul,Songpa-gu,44490
2020-01-01,3,20,female,Seoul,Yangcheon-gu,28190
2020-01-01,3,20,male,Seoul,Yangcheon-gu,30400
2020-01-01,3,20,female,Seoul,Yeongdeungpo-gu,28270
2020-01-01,3,20,male,Seoul,Yeongdeungpo-gu,27960
2020-01-01,3,20,female,Seoul,Yongsan-gu,20150
2020-01-01,3,20,male,Seoul,Yongsan-gu,19700
2020-01-01,4,20,female,Seoul,Dobong-gu,20490
2020-01-01,4,20,male,Seoul,Dobong-gu,21730
2020-01-01,4,20,female,Seoul,Dongdaemun-gu,25560
2020-01-01,4,20,male,Seoul,Dongdaemun-gu,27480
2020-01-01,4,20,female,Seoul,Dongjag-gu,28510
2020-01-01,4,20,male,Seoul,Dongjag-gu,30010
2020-01-01,4,20,female,Seoul,Eunpyeong-gu,28860
2020-01-01,4,20,male,Seoul,Eunpyeong-gu,28850
2020-01-01,4,20,female,Seoul,Gangbuk-gu,19640
2020-01-01,4,20,male,Seoul,Gangbuk-gu,21510
2020-01-01,4,20,female,Seoul,Gangdong-gu,28090
2020-01-01,4,20,male,Seoul,Gangdong-gu,30440
2020-01-01,4,20,female,Seoul,Gangnam-gu,41620
2020-01-01,4,20,male,Seoul,Gangnam-gu,40600
2020-01-01,4,20,female,Seoul,Gangseo-gu,38660
2020-01-01,4,20,male,Seoul,Gangseo-gu,38330
2020-01-01,4,20,female,Seoul,Geumcheon-gu,15200
2020-01-01,4,20,male,Seoul,Geumcheon-gu,17090
2020-01-01,4,20,female,Seoul,Guro-gu,26010
2020-01-01,4,20,male,Seoul,Guro-gu,27020
2020-01-01,4,20,female,Seoul,Gwanak-gu,42210
2020-01-01,4,20,male,Seoul,Gwanak-gu,45780
2020-01-01,4,20,female,Seoul,Gwangjin-gu,30770
2020-01-01,4,20,male,Seoul,Gwangjin-gu,31470
2020-01-01,4,20,female,Seoul,Jongno-gu,15200
2020-01-01,4,20,male,Seoul,Jongno-gu,15440
2020-01-01,4,20,female,Seoul,Jung-gu,11190
2020-01-01,4,20,male,Seoul,Jung-gu,11240
2020-01-01,4,20,female,Seoul,Jungnang-gu,25230
2020-01-01,4,20,male,Seoul,Jungnang-gu,26160
2020-01-01,4,20,female,Seoul,Mapo-gu,35940
2020-01-01,4,20,male,Seoul,Mapo-gu,36400
2020-01-01,4,20,female,Seoul,Nowon-gu,34700
2020-01-01,4,20,male,Seoul,Nowon-gu,38830
2020-01-01,4,20,female,Seoul,Seocho-gu,31090
2020-01-01,4,20,male,Seoul,Seocho-gu,29250
2020-01-01,4,20,female,Seoul,Seodaemun-gu,25370
2020-01-01,4,20,male,Seoul,Seodaemun-gu,24420
2020-01-01,4,20,female,Seoul,Seongbuk-gu,30870
2020-01-01,4,20,male,Seoul,Seongbuk-gu,30460
2020-01-01,4,20,female,Seoul,Seongdong-gu,19790
2020-01-01,4,20,male,Seoul,Seongdong-gu,21040
2020-01-01,4,20,female,Seoul,Songpa-gu,44410
2020-01-01,4,20,male,Seoul,Songpa-gu,44300
2020-01-01,4,20,female,Seoul,Yangcheon-gu,28280
2020-01-01,4,20,male,Seoul,Yangcheon-gu,30610
2020-01-01,4,20,female,Seoul,Yeongdeungpo-gu,28200
2020-01-01,4,20,male,Seoul,Yeongdeungpo-gu,27840
2020-01-01,4,20,female,Seoul,Yongsan-gu,19670
2020-01-01,4,20,male,Seoul,Yongsan-gu,19230
2020-01-01,5,20,female,Seoul,Dobong-gu,20630
2020-01-01,5,20,male,Seoul,Dobong-gu,22080
2020-01-01,5,20,female,Seoul,Dongdaemun-gu,25480
2020-01-01,5,20,male,Seoul,Dongdaemun-gu,27580
2020-01-01,5,20,female,Seoul,Dongjag-gu,28720
2020-01-01,5,20,male,Seoul,Dongjag-gu,30210
2020-01-01,5,20,female,Seoul,Eunpyeong-gu,28880
2020-01-01,5,20,male,Seoul,Eunpyeong-gu,28800
2020-01-01,5,20,female,Seoul,Gangbuk-gu,19490
2020-01-01,5,20,male,Seoul,Gangbuk-gu,21310
2020-01-01,5,20,female,Seoul,Gangdong-gu,28110
2020-01-01,5,20,male,Seoul,Gangdong-gu,30360
2020-01-01,5,20,female,Seoul,Gangnam-gu,41510
2020-01-01,5,20,male,Seoul,Gangnam-gu,40270
2020-01-01,5,20,female,Seoul,Gangseo-gu,39110
2020-01-01,5,20,male,Seoul,Gangseo-gu,38560
2020-01-01,5,20,female,Seoul,Geumcheon-gu,15350
2020-01-01,5,20,male,Seoul,Geumcheon-gu,17390
2020-01-01,5,20,female,Seoul,Guro-gu,26430
2020-01-01,5,20,male,Seoul,Guro-gu,27690
2020-01-01,5,20,female,Seoul,Gwanak-gu,42070
2020-01-01,5,20,male,Seoul,Gwanak-gu,45390
2020-01-01,5,20,female,Seoul,Gwangjin-gu,30750
2020-01-01,5,20,male,Seoul,Gwangjin-gu,31330
2020-01-01,5,20,female,Seoul,Jongno-gu,15040
2020-01-01,5,20,male,Seoul,Jongno-gu,15090
2020-01-01,5,20,female,Seoul,Jung-gu,11670
2020-01-01,5,20,male,Seoul,Jung-gu,11710
2020-01-01,5,20,female,Seoul,Jungnang-gu,25350
2020-01-01,5,20,male,Seoul,Jungnang-gu,26310
2020-01-01,5,20,female,Seoul,Mapo-gu,34100
2020-01-01,5,20,male,Seoul,Mapo-gu,34480
2020-01-01,5,20,female,Seoul,Nowon-gu,34510
2020-01-01,5,20,male,Seoul,Nowon-gu,38420
2020-01-01,5,20,female,Seoul,Seocho-gu,30670
2020-01-01,5,20,male,Seoul,Seocho-gu,29200
2020-01-01,5,20,female,Seoul,Seodaemun-gu,25270
2020-01-01,5,20,male,Seoul,Seodaemun-gu,24180
2020-01-01,5,20,female,Seoul,Seongbuk-gu,30740
2020-01-01,5,20,male,Seoul,Seongbuk-gu,30400
2020-01-01,5,20,female,Seoul,Seongdong-gu,20190
2020-01-01,5,20,male,Seoul,Seongdong-gu,21460
2020-01-01,5,20,female,Seoul,Songpa-gu,44140
2020-01-01,5,20,male,Seoul,Songpa-gu,44120
2020-01-01,5,20,female,Seoul,Yangcheon-gu,28350
2020-01-01,5,20,male,Seoul,Yangcheon-gu,30780
2020-01-01,5,20,female,Seoul,Yeongdeungpo-gu,28370
2020-01-01,5,20,male,Seoul,Yeongdeungpo-gu,28010
2020-01-01,5,20,female,Seoul,Yongsan-gu,18880
2020-01-01,5,20,male,Seoul,Yongsan-gu,18260
2020-01-01,6,20,female,Seoul,Dobong-gu,20750
2020-01-01,6,20,male,Seoul,Dobong-gu,22390
2020-01-01,6,20,female,Seoul,Dongdaemun-gu,25370
2020-01-01,6,20,male,Seoul,Dongdaemun-gu,27520
2020-01-01,6,20,female,Seoul,Dongjag-gu,28680
2020-01-01,6,20,male,Seoul,Dongjag-gu,30270
2020-01-01,6,20,female,Seoul,Eunpyeong-gu,28700
2020-01-01,6,20,male,Seoul,Eunpyeong-gu,28830
2020-01-01,6,20,female,Seoul,Gangbuk-gu,19330
2020-01-01,6,20,male,Seoul,Gangbuk-gu,21100
2020-01-01,6,20,female,Seoul,Gangdong-gu,27910
2020-01-01,6,20,male,Seoul,Gangdong-gu,30300
2020-01-01,6,20,female,Seoul,Gangnam-gu,41050
2020-01-01,6,20,male,Seoul,Gangnam-gu,39660
2020-01-01,6,20,female,Seoul,Gangseo-gu,39360
2020-01-01,6,20,male,Seoul,Gangseo-gu,38580
2020-01-01,6,20,female,Seoul,Geumcheon-gu,15300
2020-01-01,6,20,male,Seoul,Geumcheon-gu,17600
2020-01-01,6,20,female,Seoul,Guro-gu,26070
2020-01-01,6,20,male,Seoul,Guro-gu,27390
2020-01-01,6,20,female,Seoul,Gwanak-gu,41770
2020-01-01,6,20,male,Seoul,Gwanak-gu,44990
2020-01-01,6,20,female,Seoul,Gwangjin-gu,31090
2020-01-01,6,20,male,Seoul,Gwangjin-gu,30890
2020-01-01,6,20,female,Seoul,Jongno-gu,14990
2020-01-01,6,20,male,Seoul,Jongno-gu,14720
2020-01-01,6,20,female,Seoul,Jung-gu,11430
2020-01-01,6,20,male,Seoul,Jung-gu,11250
2020-01-01,6,20,female,Seoul,Jungnang-gu,25240
2020-01-01,6,20,male,Seoul,Jungnang-gu,26510
2020-01-01,6,20,female,Seoul,Mapo-gu,32910
2020-01-01,6,20,male,Seoul,Mapo-gu,32360
2020-01-01,6,20,female,Seoul,Nowon-gu,34230
2020-01-01,6,20,male,Seoul,Nowon-gu,38090
2020-01-01,6,20,female,Seoul,Seocho-gu,29900
2020-01-01,6,20,male,Seoul,Seocho-gu,28450
2020-01-01,6,20,female,Seoul,Seodaemun-gu,25020
2020-01-01,6,20,male,Seoul,Seodaemun-gu,24050
2020-01-01,6,20,female,Seoul,Seongbuk-gu,30560
2020-01-01,6,20,male,Seoul,Seongbuk-gu,30370
2020-01-01,6,20,female,Seoul,Seongdong-gu,20150
2020-01-01,6,20,male,Seoul,Seongdong-gu,21610
2020-01-01,6,20,female,Seoul,Songpa-gu,43820
2020-01-01,6,20,male,Seoul,Songpa-gu,43870
2020-01-01,6,20,female,Seoul,Yangcheon-gu,28210
2020-01-01,6,20,male,Seoul,Yangcheon-gu,30890
2020-01-01,6,20,female,Seoul,Yeongdeungpo-gu,28580
2020-01-01,6,20,male,Seoul,Yeongdeungpo-gu,28320
2020-01-01,6,20,female,Seoul,Yongsan-gu,17850
2020-01-01,6,20,male,Seoul,Yongsan-gu,17180
2020-01-01,7,20,female,Seoul,Dobong-gu,20580
2020-01-01,7,20,male,Seoul,Dobong-gu,22290
2020-01-01,7,20,female,Seoul,Dongdaemun-gu,25280
2020-01-01,7,20,male,Seoul,Dongdaemun-gu,27600
2020-01-01,7,20,female,Seoul,Dongjag-gu,28850
2020-01-01,7,20,male,Seoul,Dongjag-gu,30500
2020-01-01,7,20,female,Seoul,Eunpyeong-gu,28400
2020-01-01,7,20,male,Seoul,Eunpyeong-gu,28620
2020-01-01,7,20,female,Seoul,Gangbuk-gu,19160
2020-01-01,7,20,male,Seoul,Gangbuk-gu,20750
2020-01-01,7,20,female,Seoul,Gangdong-gu,27850
2020-01-01,7,20,male,Seoul,Gangdong-gu,30020
2020-01-01,7,20,female,Seoul,Gangnam-gu,40890
2020-01-01,7,20,male,Seoul,Gangnam-gu,39650
2020-01-01,7,20,female,Seoul,Gangseo-gu,39160
2020-01-01,7,20,male,Seoul,Gangseo-gu,38560
2020-01-01,7,20,female,Seoul,Geumcheon-gu,15300
2020-01-01,7,20,male,Seoul,Geumcheon-gu,17410
2020-01-01,7,20,female,Seoul,Guro-gu,26030
2020-01-01,7,20,male,Seoul,Guro-gu,27280
2020-01-01,7,20,female,Seoul,Gwanak-gu,41430
2020-01-01,7,20,male,Seoul,Gwanak-gu,44450
2020-01-01,7,20,female,Seoul,Gwangjin-gu,30830
2020-01-01,7,20,male,Seoul,Gwangjin-gu,30530
2020-01-01,7,20,female,Seoul,Jongno-gu,15160
2020-01-01,7,20,male,Seoul,Jongno-gu,15140
2020-01-01,7,20,female,Seoul,Jung-gu,11700
2020-01-01,7,20,male,Seoul,Jung-gu,11720
2020-01-01,7,20,female,Seoul,Jungnang-gu,24950
2020-01-01,7,20,male,Seoul,Jungnang-gu,26410
2020-01-01,7,20,female,Seoul,Mapo-gu,32030
2020-01-01,7,20,male,Seoul,Mapo-gu,30590
2020-01-01,7,20,female,Seoul,Nowon-gu,33930
2020-01-01,7,20,male,Seoul,Nowon-gu,37720
2020-01-01,7,20,female,Seoul,Seocho-gu,29380
2020-01-01,7,20,male,Seoul,Seocho-gu,28030
2020-01-01,7,20,female,Seoul,Seodaemun-gu,24830
2020-01-01,7,20,male,Seoul,Seodaemun-gu,24040
2020-01-01,7,20,female,Seoul,Seongbuk-gu,30590
2020-01-01,7,20,male,Seoul,Seongbuk-gu,30450
2020-01-01,7,20,female,Seoul,Seongdong-gu,20260
2020-01-01,7,20,male,Seoul,Seongdong-gu,21680
2020-01-01,7,20,female,Seoul,Songpa-gu,43570
2020-01-01,7,20,male,Seoul,Songpa-gu,43920
2020-01-01,7,20,female,Seoul,Yangcheon-gu,28080
2020-01-01,7,20,male,Seoul,Yangcheon-gu,30790
2020-01-01,7,20,female,Seoul,Yeongdeungpo-gu,28840
2020-01-01,7,20,male,Seoul,Yeongdeungpo-gu,28560
2020-01-01,7,20,female,Seoul,Yongsan-gu,17740
2020-01-01,7,20,male,Seoul,Yongsan-gu,16820
2020-01-01,8,20,female,Seoul,Dobong-gu,20550
2020-01-01,8,20,male,Seoul,Dobong-gu,22160
2020-01-01,8,20,female,Seoul,Dongdaemun-gu,25370
2020-01-01,8,20,male,Seoul,Dongdaemun-gu,27820
2020-01-01,8,20,female,Seoul,Dongjag-gu,29060
2020-01-01,8,20,male,Seoul,Dongjag-gu,31220
2020-01-01,8,20,female,Seoul,Eunpyeong-gu,28370
2020-01-01,8,20,male,Seoul,Eunpyeong-gu,28970
2020-01-01,8,20,female,Seoul,Gangbuk-gu,19010
2020-01-01,8,20,male,Seoul,Gangbuk-gu,20710
2020-01-01,8,20,female,Seoul,Gangdong-gu,27480
2020-01-01,8,20,male,Seoul,Gangdong-gu,29980
2020-01-01,8,20,female,Seoul,Gangnam-gu,41950
2020-01-01,8,20,male,Seoul,Gangnam-gu,40140
2020-01-01,8,20,female,Seoul,Gangseo-gu,38930
2020-01-01,8,20,male,Seoul,Gangseo-gu,38670
2020-01-01,8,20,female,Seoul,Geumcheon-gu,15330
2020-01-01,8,20,male,Seoul,Geumcheon-gu,17550
2020-01-01,8,20,female,Seoul,Guro-gu,26190
2020-01-01,8,20,male,Seoul,Guro-gu,27620
2020-01-01,8,20,female,Seoul,Gwanak-gu,41420
2020-01-01,8,20,male,Seoul,Gwanak-gu,44650
2020-01-01,8,20,female,Seoul,Gwangjin-gu,30280
2020-01-01,8,20,male,Seoul,Gwangjin-gu,30050
2020-01-01,8,20,female,Seoul,Jongno-gu,15330
2020-01-01,8,20,male,Seoul,Jongno-gu,15860
2020-01-01,8,20,female,Seoul,Jung-gu,12790
2020-01-01,8,20,male,Seoul,Jung-gu,12530
2020-01-01,8,20,female,Seoul,Jungnang-gu,24990
2020-01-01,8,20,male,Seoul,Jungnang-gu,26460
2020-01-01,8,20,female,Seoul,Mapo-gu,30860
2020-01-01,8,20,male,Seoul,Mapo-gu,29000
2020-01-01,8,20,female,Seoul,Nowon-gu,33770
2020-01-01,8,20,male,Seoul,Nowon-gu,37610
2020-01-01,8,20,female,Seoul,Seocho-gu,29640
2020-01-01,8,20,male,Seoul,Seocho-gu,28450
2020-01-01,8,20,female,Seoul,Seodaemun-gu,24970
2020-01-01,8,20,male,Seoul,Seodaemun-gu,24170
2020-01-01,8,20,female,Seoul,Seongbuk-gu,30560
2020-01-01,8,20,male,Seoul,Seongbuk-gu,30790
2020-01-01,8,20,female,Seoul,Seongdong-gu,19930
2020-01-01,8,20,male,Seoul,Seongdong-gu,21580
2020-01-01,8,20,female,Seoul,Songpa-gu,43870
2020-01-01,8,20,male,Seoul,Songpa-gu,44010
2020-01-01,8,20,female,Seoul,Yangcheon-gu,28090
2020-01-01,8,20,male,Seoul,Yangcheon-gu,30550
2020-01-01,8,20,female,Seoul,Yeongdeungpo-gu,28650
2020-01-01,8,20,male,Seoul,Yeongdeungpo-gu,28470
2020-01-01,8,20,female,Seoul,Yongsan-gu,17130
2020-01-01,8,20,male,Seoul,Yongsan-gu,16500
2020-01-01,9,20,female,Seoul,Dobong-gu,20280
2020-01-01,9,20,male,Seoul,Dobong-gu,22210
2020-01-01,9,20,female,Seoul,Dongdaemun-gu,25200
2020-01-01,9,20,male,Seoul,Dongdaemun-gu,27520
2020-01-01,9,20,female,Seoul,Dongjag-gu,29130
2020-01-01,9,20,male,Seoul,Dongjag-gu,31270
2020-01-01,9,20,female,Seoul,Eunpyeong-gu,28170
2020-01-01,9,20,male,Seoul,Eunpyeong-gu,28670
2020-01-01,9,20,female,Seoul,Gangbuk-gu,18790
2020-01-01,9,20,male,Seoul,Gangbuk-gu,20470
2020-01-01,9,20,female,Seoul,Gangdong-gu,27500
2020-01-01,9,20,male,Seoul,Gangdong-gu,29890
